Timestamp,How would you describe your gender?,Which of the following would you describe yourself as?,Where do you live?,What is your age?,Do you believe that a secret cabal of lizard-people rule the world?,"A man has the confidence that if something is broken, it can be fixed.",A man cultivates as many interests as is possible.,"A man knows everything about something, and something about everything.",A man appreciates beauty in all of its forms.,A man uses his wealth and social standing for the benefit of others.,"A man does what he says he will do, and does not make promises he cannot keep.","A man may take a beating, of whatever kind, but he gets back up afterwards.","A man shows courtesy by holding doors open, pulling out chairs, and allowing others to choose before him.",A man is willing to endure suffering gladly in order to accomplish his goals.,A man protects those who are less strong than him.,A man arrives to occasions on time.,A man always looks to improve himself.,"A man is willing to challenge the status quo, if he has a better alternative.","A man shows sportsmanship, and does not harbour grudges against those that best him.",A man speaks his mind.,A man settles disputes by applying his principles equally to any situation.,A man is financially independent.,A man doesn't let the little frustrations of life get to him.,A man is unashamed of his sexual desires.,A man is willing and able to please his sexual partners.,A man does not make demands of his friends.,A man seeks advice when he wants to find a solution.,A man does not rely on the kindness of others.,A man is quick to respond in a time of crisis.,A man does not let fear or intimidation change his intent.,A man powers through a problem when grace or finesse fails.,"A man cultivates practical skills, and is ready to use them.",A man puts the lives of others over himself.,A man maintains his physical strength and fitness.,A man would rather try and fail than miss their chance at success.,"A man has a plan to get, or do, what it is they want.",A man does not perceive something as a threat to him unless it is a real danger.,"A man has a cause he believes in and takes risks for, and he would gladly suffer because of it.",A man does not lie.,A man cultivates a good sense of humour.,A man channels his anger and frustrations to productive ends.,A man does not need to prove himself to others.,A man prioritises clarity and directness over politeness and people-pleasing.,"A man values competition, and embraces it as a chance to better himself.","A man is open, clear, and consistent in his values.",A man does not trouble others with his feelings until he has made sense of them himself.,"A man is quick to form an opinion, and quick to defend it.","A man is always keen to explore, and seeks things unfamiliar to him.",A man is comfortable with who he is.,"A man makes the first move, sexually and romantically.",A man has a penis.,A man keeps his feelings to himself.,"A man has the confidence to speak authoritatively, unless he is proven wrong.",A man puts his bonds with other men first.,"A man accepts survival of the fittest, and does not let his neighbour's failures taint his successes.",A man's worth is measured by his accomplishments.,"A man does man's work, and lets women do women's work.",A man is able to provide financially for himself and others.,A man dresses practically.,A man takes the lead in bed.,A man eats whatever food he wants.,A man puts the needs and feelings of others before himself.,A man does not let his feelings cloud his judgement.,"A man is secure in his convictions, and is not easily swayed by the words of others.",A man is ready to use physical force or violence where it is necessary.,A man cherishes and values the qualities of women.,A man will defend his integrity if it is questioned.,A man helps other men to be good men.,A man does not speak ill of others.,A man is faithful to his roots.,A man lives in the present.,Feedback
11/19/2016 10:40:08,Man,"Socialist, Liberal, Feminist",Europe,26 - 40,No,Neutral,Desirable,Undesirable,Essential,Desirable,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Neutral,Essential,Neutral,Desirable,Neutral,Neutral,Desirable,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,Essential,Desirable,Neutral,Desirable,Neutral,Neutral,Desirable,Undesirable,Neutral,Neutral,Desirable,Neutral,Neutral,Undesirable,Neutral,Neutral,Neutral,Neutral,Undesirable,Neutral,Neutral,Neutral,Desirable,Essential,Undesirable,Neutral,Undesirable,Essential,Desirable,Essential,Neutral,Neutral,Neutral,
11/19/2016 10:41:27,Woman,"Socialist, Feminist",Europe,26 - 40,Maybe,Desirable,Desirable,Undesirable,Essential,Essential,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Essential,Essential,Essential,Desirable,Essential,Desirable,Desirable,Neutral,Essential,Neutral,Essential,Undesirable,Essential,Desirable,Undesirable,Desirable,Desirable,Desirable,Essential,Neutral,Undesirable,Desirable,Essential,Essential,Neutral,Essential,Neutral,Essential,Desirable,Desirable,Neutral,Desirable,Essential,Undesirable,Desirable,Undesirable,Neutral,Undesirable,Undesirable,Neutral,Undesirable,Desirable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Undesirable,Essential,Desirable,Essential,Neutral,Desirable,Desirable,
11/19/2016 10:42:16,Woman,"Socialist, Liberal, Feminist",Europe,18 - 25,No,Desirable,Undesirable,Neutral,Desirable,Desirable,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Essential,Neutral,Undesirable,Neutral,Desirable,Desirable,Neutral,Neutral,Desirable,Neutral,Desirable,Neutral,Undesirable,Desirable,Neutral,Neutral,Desirable,Desirable,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Undesirable,Undesirable,Neutral,Desirable,Neutral,Neutral,Undesirable,Neutral,Neutral,Neutral,Neutral,Undesirable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Undesirable,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,
11/19/2016 10:43:01,Woman,"Liberal, Feminist",Other,26 - 40,No,Desirable,Neutral,Undesirable,Desirable,Essential,Desirable,Neutral,Neutral,Desirable,Essential,Desirable,Desirable,Desirable,Essential,Desirable,Desirable,Desirable,Neutral,Desirable,Essential,Undesirable,Essential,Neutral,Desirable,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Essential,Neutral,Neutral,Desirable,Undesirable,Undesirable,Desirable,Essential,Neutral,Neutral,Undesirable,Undesirable,Undesirable,Neutral,Neutral,Undesirable,Neutral,Neutral,Neutral,Neutral,Neutral,Undesirable,Neutral,Undesirable,Desirable,Desirable,Essential,Neutral,Neutral,Neutral,
11/19/2016 10:43:07,Man,"Socialist, Liberal, Feminist, Egalitarian",Europe,26 - 40,No,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Desirable,Undesirable,Desirable,Desirable,Neutral,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Undesirable,Undesirable,Desirable,Desirable,Neutral,Neutral,Undesirable,Neutral,Neutral,Undesirable,Desirable,Undesirable,Desirable,Neutral,Neutral,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Desirable,Desirable,Neutral,Desirable,Neutral,
11/19/2016 10:43:41,Woman,"Anarchist, Feminist, Egalitarian",Europe,18 - 25,Maybe,Neutral,Neutral,Neutral,Neutral,Essential,Desirable,Neutral,Neutral,Desirable,Neutral,Desirable,Essential,Essential,Essential,Neutral,Neutral,Desirable,Desirable,Desirable,Essential,Neutral,Essential,Desirable,Desirable,Neutral,Neutral,Desirable,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Essential,Essential,Essential,Neutral,Neutral,Undesirable,Desirable,Neutral,Neutral,Essential,Neutral,Neutral,Undesirable,Undesirable,Desirable,Undesirable,Undesirable,Neutral,Undesirable,Neutral,Neutral,Neutral,Undesirable,Neutral,Neutral,Neutral,Neutral,Essential,Neutral,Essential,Neutral,Neutral,Essential,"Many of these things would be useful or not depending heavily on context - hence the many 'neutral' responses. So something like 'When appropriate, a man should -', rather than 'At all times, regardless of external factors, a man should -'."
11/19/2016 10:46:22,Woman,"Feminist, Moderate",Europe,26 - 40,No,Desirable,Neutral,Undesirable,Desirable,Desirable,Essential,Essential,Desirable,Desirable,Desirable,Essential,Essential,Desirable,Essential,Neutral,Essential,Neutral,Desirable,Desirable,Desirable,Neutral,Essential,Undesirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Neutral,Essential,Desirable,Essential,Desirable,Neutral,Neutral,Essential,Undesirable,Undesirable,Desirable,Desirable,Neutral,Neutral,Undesirable,Desirable,Neutral,Neutral,Neutral,Undesirable,Desirable,Neutral,Neutral,Undesirable,Neutral,Desirable,Neutral,Neutral,Desirable,Essential,Essential,Desirable,Neutral,Neutral,
11/19/2016 10:49:51,Man,"Liberal, Feminist, Egalitarian",Europe,26 - 40,No,Neutral,Desirable,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,Desirable,Neutral,Essential,Neutral,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,Neutral,Neutral,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Undesirable,Neutral,Desirable,Neutral,Desirable,Undesirable,Desirable,Neutral,Neutral,Neutral,Undesirable,Desirable,Neutral,Neutral,Neutral,Desirable,Desirable,Neutral,Undesirable,Essential,Desirable,Neutral,Desirable,Neutral,Neutral,"I'm not quite sure how to answer when I see a positive trait, but the masculinity/femininity of the person with this trait is not germane to the value of it"
11/19/2016 10:51:26,Man,"Socialist, Feminist, Egalitarian, Moderate",Europe,41 - 65,No,Desirable,Desirable,Desirable,Desirable,Desirable,Essential,Desirable,Neutral,Neutral,Essential,Essential,Essential,Essential,Essential,Desirable,Essential,Desirable,Desirable,Essential,Essential,Neutral,Essential,Desirable,Essential,Desirable,Neutral,Essential,Neutral,Desirable,Desirable,Desirable,Essential,Neutral,Essential,Essential,Essential,Desirable,Neutral,Neutral,Essential,Undesirable,Undesirable,Desirable,Essential,Neutral,Neutral,Undesirable,Neutral,Undesirable,Desirable,Essential,Undesirable,Desirable,Neutral,Neutral,Desirable,Neutral,Undesirable,Neutral,Desirable,Essential,Neutral,Essential,Neutral,Undesirable,Desirable,"The Question ""A man accepts survival of the fittest and does not let his neighbor's failures taint his success"" appears, to me at least, to deal with two entirely separate concepts."
11/19/2016 10:51:48,Man,"Conservative, Egalitarian, Moderate",Europe,26 - 40,No,Desirable,Neutral,Neutral,Desirable,Essential,Desirable,Neutral,Essential,Essential,Essential,Desirable,Essential,Desirable,Essential,Desirable,Essential,Neutral,Desirable,Desirable,Desirable,Undesirable,Desirable,Undesirable,Desirable,Essential,Desirable,Desirable,Essential,Desirable,Desirable,Neutral,Essential,Essential,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Essential,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Undesirable,Desirable,Neutral,Undesirable,Undesirable,Neutral,Desirable,Desirable,Neutral,Neutral,Essential,Desirable,Desirable,Neutral,Essential,Desirable,Essential,Desirable,Desirable,Neutral,
11/19/2016 10:52:21,Other,"Socialist, Liberal, Feminist",Europe,26 - 40,Maybe,Undesirable,Desirable,Neutral,Desirable,Essential,Desirable,Desirable,Neutral,Neutral,Desirable,Essential,Neutral,Essential,Essential,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Essential,Undesirable,Neutral,Essential,Neutral,Desirable,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Essential,Desirable,Neutral,Essential,Neutral,Neutral,Essential,Undesirable,Undesirable,Essential,Essential,Neutral,Neutral,Undesirable,Neutral,Undesirable,Undesirable,Undesirable,Undesirable,Neutral,Neutral,Undesirable,Essential,Desirable,Neutral,Neutral,Neutral,Neutral,Undesirable,Essential,Neutral,Neutral,Desirable,
11/19/2016 10:53:29,Man,"Socialist, Liberal, Feminist",Europe,26 - 40,No,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Undesirable,Neutral,Desirable,Desirable,Essential,Essential,Neutral,Undesirable,Desirable,Undesirable,Essential,Essential,Undesirable,Desirable,Undesirable,Desirable,Neutral,Undesirable,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Neutral,Undesirable,Neutral,Essential,Undesirable,Undesirable,Essential,Desirable,Neutral,Undesirable,Undesirable,Neutral,Neutral,Neutral,Undesirable,Undesirable,Undesirable,Neutral,Undesirable,Neutral,Neutral,Undesirable,Undesirable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,
11/19/2016 10:55:04,Woman,"Socialist, Feminist",Europe,26 - 40,No,Desirable,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Essential,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Neutral,Neutral,Desirable,Undesirable,Neutral,Desirable,Desirable,Neutral,Neutral,Neutral,Desirable,Essential,Desirable,Desirable,Neutral,Desirable,Essential,Neutral,Desirable,Desirable,Desirable,Undesirable,Undesirable,Desirable,Essential,Neutral,Neutral,Undesirable,Desirable,Neutral,Desirable,Neutral,Undesirable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Neutral,"I felt most of the questions would apply to all genders, except the ones I consider sexist or bias towards women. I think regardless of my personal preferences over what an ideal manly man is, my feeling is that all men are valid even if they don't fit these criteria. I tried to pick out some positive attributes that I would find would be specific to men, but it was very hard to separate these attributes from things I find positive about, well, everyone. "
11/19/2016 11:04:04,Man,"Socialist, Feminist, Moderate",Europe,26 - 40,No,Undesirable,Desirable,Desirable,Desirable,Desirable,Essential,Essential,Desirable,Neutral,Essential,Desirable,Essential,Desirable,Desirable,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Undesirable,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Neutral,Neutral,Desirable,Desirable,Essential,Desirable,Desirable,Undesirable,Desirable,Desirable,Undesirable,Undesirable,Desirable,Desirable,Undesirable,Essential,Undesirable,Neutral,Undesirable,Neutral,Neutral,Undesirable,Desirable,Neutral,Undesirable,Undesirable,Neutral,Neutral,Desirable,Neutral,Essential,Desirable,Desirable,Desirable,Neutral,Neutral,
11/19/2016 11:05:20,Man,"Socialist, Feminist, Moderate",Europe,26 - 40,No,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Neutral,Essential,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,Desirable,Neutral,Neutral,Desirable,Desirable,Neutral,Neutral,Undesirable,Neutral,Neutral,Neutral,Neutral,Undesirable,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Undesirable,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,
11/19/2016 11:06:04,Man,"Socialist, Feminist, Moderate",Europe,26 - 40,No,Essential,Desirable,Neutral,Essential,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Essential,Essential,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Essential,Neutral,Essential,Desirable,Desirable,Desirable,Neutral,Desirable,Essential,Desirable,Desirable,Neutral,Essential,Desirable,Desirable,Essential,Desirable,Essential,Desirable,Neutral,Undesirable,Essential,Desirable,Neutral,Neutral,Undesirable,Desirable,Undesirable,Desirable,Undesirable,Undesirable,Desirable,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Undesirable,Essential,Desirable,Essential,Desirable,Neutral,Desirable,
11/19/2016 11:06:38,Man,"Liberal, Feminist",Europe,26 - 40,No,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Undesirable,Desirable,Neutral,Desirable,Neutral,Neutral,Desirable,Undesirable,Desirable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Essential,Neutral,Neutral,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,Undesirable,Neutral,Desirable,Essential,Neutral,Neutral,Undesirable,Neutral,Neutral,Neutral,Undesirable,Undesirable,Desirable,Neutral,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Desirable,Neutral,Neutral,Neutral,
11/19/2016 11:07:05,Woman,"Feminist, Moderate",Europe,26 - 40,No,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Essential,Essential,Desirable,Essential,Desirable,Neutral,Desirable,Desirable,Undesirable,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Undesirable,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Essential,Desirable,Desirable,Desirable,Desirable,Desirable,Undesirable,Undesirable,Desirable,Desirable,Undesirable,Neutral,Undesirable,Undesirable,Undesirable,Undesirable,Undesirable,Undesirable,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Undesirable,Undesirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,
11/19/2016 11:12:29,Woman,"Socialist, Conservative, Egalitarian",Europe,18 - 25,No,Desirable,Desirable,Desirable,Essential,Neutral,Desirable,Desirable,Neutral,Essential,Desirable,Essential,Essential,Essential,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Neutral,Essential,Essential,Essential,Desirable,Desirable,Neutral,Desirable,Desirable,Essential,Essential,Desirable,Neutral,Desirable,Essential,Desirable,Desirable,Desirable,Essential,Desirable,Undesirable,Essential,Essential,Neutral,Neutral,Neutral,Essential,Neutral,Desirable,Desirable,Neutral,Neutral,Desirable,Neutral,Desirable,Neutral,Desirable,Neutral,Desirable,Neutral,Essential,Essential,Neutral,Neutral,Essential,
11/19/2016 11:12:31,Man,"Liberal, Feminist",Europe,18 - 25,No,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Neutral,Desirable,Neutral,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Neutral,Desirable,Desirable,Neutral,Neutral,Neutral,Desirable,Undesirable,Neutral,Neutral,Desirable,Neutral,Neutral,Undesirable,Neutral,Undesirable,Neutral,Neutral,Undesirable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Essential,Desirable,Desirable,Desirable,Neutral,Neutral,
11/19/2016 11:12:56,Man,"Socialist, Feminist, Egalitarian",Europe,41 - 65,Maybe,Neutral,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Desirable,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Essential,Undesirable,Neutral,Neutral,Neutral,Neutral,Desirable,Essential,Neutral,Neutral,Undesirable,Neutral,Undesirable,Undesirable,Neutral,Undesirable,Neutral,Desirable,Undesirable,Neutral,Desirable,Neutral,Undesirable,Neutral,Essential,Neutral,Neutral,Neutral,Neutral,Desirable,
11/19/2016 11:14:48,Man,"Socialist, Liberal, Feminist, Moderate",Asia,41 - 65,No,Neutral,Neutral,Desirable,Desirable,Desirable,Essential,Desirable,Essential,Desirable,Essential,Desirable,Desirable,Essential,Essential,Desirable,Essential,Neutral,Desirable,Essential,Essential,Desirable,Essential,Undesirable,Desirable,Desirable,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Essential,Desirable,Essential,Neutral,Desirable,Essential,Desirable,Neutral,Desirable,Neutral,Undesirable,Desirable,Essential,Neutral,Neutral,Undesirable,Desirable,Neutral,Neutral,Undesirable,Undesirable,Neutral,Undesirable,Neutral,Neutral,Desirable,Neutral,Neutral,Neutral,Essential,Desirable,Essential,Essential,Neutral,Essential,
11/19/2016 11:15:00,Man,"Conservative, Moderate",Southern America,26 - 40,No,Desirable,Desirable,Neutral,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Essential,Essential,Desirable,Essential,Desirable,Desirable,Neutral,Essential,Essential,Desirable,Essential,Neutral,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Essential,Desirable,Desirable,Essential,Undesirable,Neutral,Desirable,Essential,Neutral,Essential,Undesirable,Neutral,Neutral,Neutral,Neutral,Neutral,Essential,Desirable,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Essential,Desirable,Essential,Neutral,Desirable,Neutral,Consider including options for 'undesirable' and 'very undesirable' (I understand that you have one of these already)
11/19/2016 11:15:12,Man,"Liberal, Feminist, Egalitarian, Moderate",Europe,26 - 40,No,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Undesirable,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Undesirable,Neutral,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Neutral,Undesirable,Desirable,Desirable,Neutral,Neutral,Undesirable,Desirable,Undesirable,Neutral,Neutral,Undesirable,Neutral,Neutral,Neutral,Neutral,Desirable,Desirable,Neutral,Neutral,Essential,Desirable,Desirable,Desirable,Desirable,Neutral,
11/19/2016 11:16:50,Man,"Socialist, Liberal, Egalitarian, Moderate",Europe,26 - 40,No,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Neutral,Essential,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Essential,Neutral,Desirable,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Neutral,Neutral,Desirable,Desirable,Neutral,Neutral,Undesirable,Desirable,Undesirable,Undesirable,Neutral,Undesirable,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Neutral,Essential,Desirable,Essential,Neutral,Neutral,Neutral,"The question on the penis; it was unclear if ""undesirable"" was about the requirement, or the presence. I answered as though it was the presence (neutral - I don't think it needs to be there, and it is not a definitive indicator) but I wasn't sure if that was the way you intended it to be."
11/19/2016 11:18:05,Woman,"Socialist, Libertarian, Feminist",Europe,26 - 40,No,Neutral,Desirable,Neutral,Desirable,Essential,Essential,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Essential,Neutral,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,Neutral,Neutral,Desirable,Undesirable,Neutral,Desirable,Essential,Desirable,Neutral,Essential,Undesirable,Neutral,Desirable,Neutral,Undesirable,Desirable,Essential,Neutral,Neutral,Undesirable,Desirable,Neutral,Neutral,Undesirable,Undesirable,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Neutral,Desirable,Essential,Desirable,Desirable,Desirable,Essential,
11/19/2016 11:20:09,Man,"Socialist, Liberal, Egalitarian",Europe,26 - 40,No,Essential,Essential,Essential,Desirable,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Desirable,Desirable,Essential,Desirable,Neutral,Essential,Essential,Neutral,Essential,Undesirable,Desirable,Essential,Neutral,Essential,Neutral,Desirable,Desirable,Desirable,Desirable,Essential,Essential,Essential,Desirable,Desirable,Essential,Desirable,Essential,Essential,Undesirable,Desirable,Essential,Undesirable,Neutral,Undesirable,Essential,Undesirable,Neutral,Undesirable,Undesirable,Essential,Essential,Undesirable,Desirable,Essential,Neutral,Desirable,Neutral,Essential,Essential,Essential,Desirable,Undesirable,Neutral,
